PRODUCT_ID,PRODUCT_NAME,CATEGORY,SUBCATEGORY,BRAND,UNIT_PRICE,STATUS,UPDATED_AT
P1319,Mens_Product_44,Clothing,Mens,Nike,47330.03,INACTIVE,2025-04-14 13:59:57.286983
P1074,Beds_Product_111,Furniture,Beds,Nike,41981.62,INACTIVE,2024-07-27 16:01:02.286983
P1109,Essentials_Product_191,Groceries,Essentials,HP,28271.45,INACTIVE,2024-01-13 22:45:24.286983
P1081,Beds_Product_14,Furniture,Beds,Logi,18391.32,ACTIVE,2023-04-15 03:16:15.286983
P1432,Tables_Product_111,Furniture,Tables,Zen,33136.36,ACTIVE,2025-01-09 20:49:58.286983
P1327,Beds_Product_44,Furniture,Beds,SoundMax,5248.52,ACTIVE,2024-09-15 12:09:01.286983
P1437,Accessories_Product_170,Electronics,Accessories,SoundMax,44932.65,INACTIVE,2024-04-15 18:10:42.286983
P1079,Tables_Product_118,Furniture,Tables,HP,24204.06,BAD_STATUS,2024-09-09 11:33:40.286983
P1045,Accessories_Product_37,Electronics,Accessories,HP,28846.76,ACTIVE,2025-03-14 12:32:24.286983
P1002,Chairs_Product_121,Furniture,Chairs,SoundMax,21221.16,INACTIVE,2025-07-27 08:51:38.286983
P1110,Beverages_Product_94,Groceries,Beverages,Zen,953.16,ACTIVE,2023-06-13 01:55:44.286983
P1001,Womens_Product_22,Clothing,Womens,Logi,30982.36,BAD_STATUS,2024-04-06 01:48:02.286983
P1222,Essentials_Product_10,Groceries,Essentials,Puma,16370.47,ACTIVE,2025-07-21 00:02:13.286983
P1329,Fruits_Product_62,Groceries,Fruits,Logi,3783.21,ACTIVE,2024-02-26 21:10:58.286983
P1259,Mobiles_Product_78,Electronics,Mobiles,Zen,39766.72,ACTIVE,2024-02-09 02:48:53.286983
P1361,Footwear_Product_93,Clothing,Footwear,Nike,9644.16,BAD_STATUS,2023-06-06 11:22:18.286983
P1182,Computers_Product_45,Electronics,Computers,Puma,38419.03,ACTIVE,2025-08-11 23:39:23.286983
P1143,Fruits_Product_152,Groceries,Fruits,Levi,31484.34,ACTIVE,2025-08-20 10:45:23.286983
P1352,Tables_Product_70,Furniture,Tables,Nike,43666.01,INACTIVE,2024-03-27 21:41:41.286983
P1158,Fruits_Product_98,Groceries,Fruits,Dell,27284.92,INACTIVE,2025-08-24 09:11:26.286983
P1426,Beds_Product_179,Furniture,Beds,Zen,10521.24,INACTIVE,2025-02-09 00:43:57.286983
P1327,Accessories_Product_41,Electronics,Accessories,Levi,43774.5,ACTIVE,2025-12-26 22:37:29.286983
P1278,Footwear_Product_26,Clothing,Footwear,Dell,30121.89,ACTIVE,2024-04-02 20:57:13.286983
P1274,Beds_Product_101,Furniture,###,Levi,26220.76,ACTIVE,2024-11-17 00:49:07.286983
P1354,Chairs_Product_82,Furniture,Chairs,SoundMax,6455.57,ACTIVE,2024-06-14 10:09:11.286983
P1374,Fruits_Product_104,Groceries,Fruits,Levi,30126.82,INACTIVE,2025-09-30 03:48:16.286983
P1474,Computers_Product_119,Electronics,Computers,Logi,16574.24,INACTIVE,2025-09-16 18:22:13.286983
P1175,Beds_Product_152,Furniture,Beds,Ikea,24237.91,ACTIVE,2024-03-07 11:00:34.286983
P1371,Mobiles_Product_14,Electronics,Mobiles,Logi,37590.6,INACTIVE,2024-07-03 05:49:32.286983
P1442,Mens_Product_97,Clothing,Mens,Nike,27536.42,ACTIVE,2023-07-26 01:52:55.286983
P1016,Chairs_Product_48,Furniture,Chairs,Puma,44419.54,ACTIVE,2023-11-09 10:55:34.286983
P1117,Footwear_Product_9,Clothing,Footwear,SoundMax,39105.61,INACTIVE,2024-11-03 03:46:28.286983
P1060,Footwear_Product_161,Clothing,Footwear,Zen,22314.26,INACTIVE,2025-12-06 06:36:25.286983
P1374,Mobiles_Product_92,Electronics,Mobiles,Ikea,18792.08,ACTIVE,2025-06-09 16:43:01.286983
P1238,Accessories_Product_151,Electronics,Accessories,Ikea,30524.69,ACTIVE,2025-03-16 06:19:13.286983
P1417,Beverages_Product_195,Groceries,Beverages,Zen,46696.65,INACTIVE,2025-02-21 15:14:53.286983
P1316,Chairs_Product_112,Furniture,Chairs,Ikea,,INACTIVE,2025-09-15 20:11:50.286983
P1467,Beds_Product_100,Furniture,Beds,Levi,27028.44,INACTIVE,2023-12-26 04:38:01.286983
P1300,Computers_Product_62,Electronics,Computers,HP,11609.9,ACTIVE,2024-04-23 21:22:19.286983
P1118,Computers_Product_111,Electronics,Computers,Levi,41273.74,INACTIVE,2025-06-13 08:41:45.286983
P1354,Womens_Product_94,Clothing,Womens,Ikea,46829.59,ACTIVE,2025-07-20 20:55:54.286983
P1337,Beverages_Product_97,Groceries,Beverages,Logi,17658.08,ACTIVE,2025-03-11 20:38:04.286983
P1427,Accessories_Product_117,Electronics,Accessories,Nike,30471.54,INACTIVE,2024-11-24 02:57:15.286983
P1162,Computers_Product_33,Electronics,Computers,Nike,19426.27,INACTIVE,2023-03-22 15:14:32.286983
P1240,Footwear_Product_76,Clothing,Footwear,Levi,33194.88,INACTIVE,2024-06-02 04:26:33.286983
P1220,Mobiles_Product_69,Electronics,Mobiles,Dell,2087.78,INACTIVE,2024-09-27 22:37:13.286983
P1351,Footwear_Product_50,Clothing,Footwear,SoundMax,17402.35,ACTIVE,2023-05-28 02:31:30.286983
P1134,Essentials_Product_158,Groceries,Essentials,Puma,46426.83,INACTIVE,2025-03-24 01:41:21.286983
P1448,Mobiles_Product_74,Electronics,Mobiles,Ikea,40238.62,INACTIVE,2025-08-30 07:25:55.286983
P1185,Mobiles_Product_84,Electronics,Mobiles,HP,21374.84,ACTIVE,2023-11-26 00:47:30.286983
P1314,Tables_Product_186,Furniture,Tables,Dell,33783.48,INACTIVE,2025-11-28 14:52:58.286983
P1365,Chairs_Product_178,Furniture,Chairs,Logi,7511.69,INACTIVE,2023-03-03 15:59:26.286983
P1260,Computers_Product_124,Electronics,Computers,Logi,19925.13,INACTIVE,2023-03-15 23:36:43.286983
P1196,Accessories_Product_133,Electronics,Accessories,Dell,7588.48,ACTIVE,2024-01-21 16:54:14.286983
P1398,Womens_Product_131,Clothing,Womens,Puma,14132.55,INACTIVE,2024-04-05 04:47:43.286983
P1400,Womens_Product_200,Clothing,Womens,Ikea,33457.48,ACTIVE,2026-01-21 00:52:25.286983
P1057,Essentials_Product_149,Groceries,Essentials,Nike,34406.88,ACTIVE,2025-09-09 17:03:59.286983
P1197,Footwear_Product_169,Clothing,Footwear,Ikea,45086.72,INACTIVE,2025-06-18 21:24:37.286983
P1239,Beds_Product_55,Furniture,Beds,Levi,19076.96,INACTIVE,2025-02-08 17:26:35.286983
P1468,Fruits_Product_73,Groceries,Fruits,Levi,26970.5,ACTIVE,2023-08-31 18:21:50.286983
P1407,Mens_Product_3,Clothing,Mens,SoundMax,28758.59,BAD_STATUS,2025-08-10 19:59:00.286983
P1176,Essentials_Product_130,Groceries,Essentials,Zen,7317.94,ACTIVE,2024-04-13 03:54:10.286983
P1244,Footwear_Product_73,Clothing,Footwear,Dell,27692.73,INACTIVE,2025-11-23 14:20:39.286983
P1301,Tables_Product_96,Furniture,Tables,Ikea,27513.94,ACTIVE,2023-03-18 19:57:03.286983
P1460,Mens_Product_163,Clothing,Mens,SoundMax,24878.96,INACTIVE,2023-04-09 14:16:13.286983
P1310,Womens_Product_107,Clothing,Womens,Zen,17950.46,ACTIVE,2026-01-27 18:45:48.286983
P1125,Tables_Product_153,Furniture,Tables,SoundMax,37715.88,INACTIVE,2024-10-27 16:08:02.286983
P1093,Essentials_Product_67,Groceries,Essentials,Ikea,20398.37,ACTIVE,2024-09-28 19:50:59.286983
P1360,Chairs_Product_123,Furniture,Chairs,Logi,45909.28,ACTIVE,2023-05-12 05:20:35.286983
P1438,Beds_Product_17,Furniture,Beds,Nike,42006.29,INACTIVE,2023-11-24 23:15:33.286983
P1175,Beverages_Product_82,Groceries,Beverages,HP,47407.24,ACTIVE,2024-06-10 19:46:37.286983
P1278,Essentials_Product_74,Groceries,Essentials,Logi,37138.99,ACTIVE,2024-04-28 22:53:55.286983
P1323,Tables_Product_137,Furniture,###,HP,38155.44,INACTIVE,2023-08-15 01:55:18.286983
P1112,Essentials_Product_26,Groceries,Essentials,Dell,35438.05,ACTIVE,2025-01-06 03:10:52.286983
P1315,Accessories_Product_200,Electronics,Accessories,HP,29867.96,INACTIVE,2024-02-01 12:27:59.286983
P1417,Chairs_Product_89,Furniture,Chairs,Puma,35246.06,ACTIVE,2026-01-23 10:26:33.286983
P1365,Accessories_Product_29,Electronics,Accessories,Ikea,48149.01,INACTIVE,2023-08-18 07:00:36.286983
P1152,Chairs_Product_38,Furniture,Chairs,SoundMax,17030.57,ACTIVE,2025-10-30 06:13:46.286983
P1020,Beds_Product_107,Furniture,Beds,HP,39535.96,INACTIVE,2025-12-08 23:59:11.286983
P1248,,Clothing,Mens,Zen,,INACTIVE,2024-04-30 20:09:31.286983
P1106,Chairs_Product_136,Furniture,Chairs,Logi,29649.6,INACTIVE,2024-11-30 10:16:36.286983
P1163,Womens_Product_3,Clothing,Womens,Logi,12466.47,ACTIVE,2025-01-08 19:57:02.286983
P1217,Mobiles_Product_93,Electronics,Mobiles,Puma,3427.77,ACTIVE,2024-01-15 22:59:54.286983
P1195,Beverages_Product_35,Groceries,Beverages,Zen,33689.55,INACTIVE,2024-11-19 02:48:12.286983
P1184,Mens_Product_40,Clothing,Mens,Dell,25302.06,ACTIVE,2024-02-15 10:31:59.286983
P1344,Accessories_Product_108,Electronics,Accessories,Zen,2285.59,ACTIVE,2023-02-15 04:29:32.286983
P1454,Beverages_Product_112,Groceries,###,Nike,34872.2,ACTIVE,2023-03-10 23:52:16.286983
P1424,Essentials_Product_102,Groceries,Essentials,Dell,38218.19,ACTIVE,2024-01-12 11:07:18.286983
P1044,Accessories_Product_123,Electronics,Accessories,Puma,10051.18,BAD_STATUS,2024-11-14 06:21:22.286983
P1274,Computers_Product_147,Electronics,Computers,Logi,12373.63,ACTIVE,2024-07-19 00:33:20.286983
P1261,Accessories_Product_86,Electronics,Accessories,SoundMax,47152.86,ACTIVE,2025-03-15 21:54:58.286983
P1474,Womens_Product_157,Clothing,Womens,Dell,9095.77,ACTIVE,2025-08-03 06:38:38.286983
P1463,Beds_Product_10,Furniture,Beds,Logi,2292.04,BAD_STATUS,2025-05-20 18:57:48.286983
P1109,Essentials_Product_82,Groceries,Essentials,Levi,11346.31,ACTIVE,2023-08-07 01:59:17.286983
P1466,Footwear_Product_39,Clothing,Footwear,HP,38293.52,INACTIVE,2025-10-14 20:57:17.286983
P1214,Womens_Product_80,Clothing,Womens,Nike,20206.79,INACTIVE,2025-01-18 18:39:38.286983
P1299,Computers_Product_49,Electronics,Computers,Puma,33737.66,ACTIVE,2024-12-07 10:58:11.286983
P1458,Accessories_Product_96,Electronics,Accessories,Levi,27763.25,ACTIVE,2023-09-04 13:21:20.286983
P1489,Footwear_Product_29,Clothing,Footwear,Levi,18152.74,BAD_STATUS,2024-07-26 03:29:00.286983
P1424,Essentials_Product_9,Groceries,Essentials,HP,39568.42,BAD_STATUS,2025-08-15 08:32:18.286983
P1495,Beds_Product_124,Furniture,Beds,Nike,766.27,INACTIVE,2024-04-25 00:41:42.286983
P1085,Mens_Product_177,Clothing,Mens,Puma,45168.35,INACTIVE,2025-03-31 09:58:07.286983
P1273,Footwear_Product_36,Clothing,Footwear,Logi,,ACTIVE,2025-05-03 06:25:17.286983
P1495,Tables_Product_146,Furniture,Tables,HP,31086.73,BAD_STATUS,2024-09-05 16:13:05.286983
P1180,Tables_Product_59,Furniture,Tables,Logi,40097.45,INACTIVE,2023-02-13 13:58:06.286983
P1061,Accessories_Product_5,Electronics,Accessories,SoundMax,40022.24,BAD_STATUS,2023-06-13 15:59:23.286983
P1356,Footwear_Product_174,Clothing,Footwear,Levi,,INACTIVE,2023-03-24 01:41:36.286983
P1265,Beverages_Product_20,Groceries,Beverages,Dell,16985.52,ACTIVE,2025-04-23 07:04:44.286983
P1076,Fruits_Product_51,Groceries,Fruits,HP,,INACTIVE,2023-08-14 07:25:56.286983
P1347,Beds_Product_16,Furniture,Beds,Nike,38339.71,INACTIVE,2026-01-19 04:42:43.286983
P1247,Mens_Product_132,Clothing,Mens,Ikea,14657.73,ACTIVE,2024-10-02 06:51:25.286983
P1131,Mens_Product_10,Clothing,Mens,Puma,16105.33,ACTIVE,2024-07-17 23:16:51.286983
P1354,Computers_Product_42,Electronics,Computers,SoundMax,20635.94,ACTIVE,2023-07-19 18:24:22.286983
P1142,Womens_Product_70,Clothing,Womens,Puma,29123.27,ACTIVE,2026-02-03 00:05:22.286983
P1038,Chairs_Product_178,Furniture,Chairs,Ikea,24946.3,ACTIVE,2023-07-18 09:20:26.286983
P1253,Tables_Product_184,Furniture,Tables,Dell,31149.54,INACTIVE,2024-05-15 18:08:22.286983
P1351,Beverages_Product_140,Groceries,Beverages,Zen,17717.9,INACTIVE,2023-11-16 10:08:26.286983
P1492,Tables_Product_177,Furniture,Tables,Levi,47526.84,ACTIVE,2023-06-18 18:37:39.286983
P1465,Beds_Product_69,Furniture,Beds,Zen,37873.2,ACTIVE,2025-04-03 04:39:31.286983
P1165,Accessories_Product_16,Electronics,Accessories,SoundMax,41118.12,INACTIVE,2024-08-19 01:59:56.286983
P1442,Fruits_Product_188,Groceries,Fruits,Puma,2970.49,ACTIVE,2025-07-22 11:59:17.286983
P1494,Mens_Product_155,Clothing,Mens,Dell,,INACTIVE,2024-11-25 18:11:09.286983
P1143,Tables_Product_114,Furniture,Tables,Puma,25626.18,ACTIVE,2024-08-12 17:34:52.286983
P1085,Beverages_Product_115,Groceries,Beverages,Nike,37123.08,INACTIVE,2024-11-26 12:23:01.286983
P1405,Mobiles_Product_165,Electronics,Mobiles,Ikea,28947.29,ACTIVE,2023-03-08 11:53:30.286983
P1028,Mens_Product_183,Clothing,Mens,Levi,14936.77,INACTIVE,2025-06-04 22:26:53.286983
P1423,Computers_Product_41,Electronics,Computers,Zen,48507.77,ACTIVE,2023-06-16 07:05:44.286983
P1211,Mobiles_Product_184,Electronics,Mobiles,Ikea,20239.54,INACTIVE,2024-02-01 12:41:16.286983
P1202,Footwear_Product_97,Clothing,Footwear,SoundMax,24086.08,BAD_STATUS,2023-12-27 09:26:13.286983
P1480,Computers_Product_99,Electronics,Computers,Puma,7677.4,INACTIVE,2025-04-25 05:33:38.286983
P1316,Beverages_Product_55,Groceries,Beverages,Puma,1083.08,ACTIVE,2025-10-10 08:14:44.286983
P1462,Mobiles_Product_149,Electronics,Mobiles,Nike,25604.33,ACTIVE,2025-10-17 04:13:36.286983
P1497,Essentials_Product_44,Groceries,Essentials,Logi,16662.48,INACTIVE,2025-01-11 11:54:30.286983
P1172,Footwear_Product_182,Clothing,Footwear,SoundMax,13570.57,INACTIVE,2024-09-11 23:04:25.286983
P1223,Mens_Product_78,Clothing,Mens,Levi,22884.53,INACTIVE,2023-11-01 14:42:21.286983
P1387,Tables_Product_27,Furniture,Tables,Ikea,6759.46,INACTIVE,2025-12-22 06:15:45.286983
P1094,Mobiles_Product_65,Electronics,Mobiles,HP,42282.78,ACTIVE,2024-12-01 05:53:09.286983
P1075,Mens_Product_72,Clothing,Mens,Nike,33983.72,INACTIVE,2024-08-11 18:09:20.286983
P1395,Beverages_Product_156,Groceries,Beverages,Puma,,ACTIVE,2025-01-10 13:49:15.286983
P1045,Fruits_Product_140,Groceries,Fruits,Dell,22380.77,INACTIVE,2025-05-28 17:08:01.286983
P1261,Essentials_Product_150,Groceries,Essentials,HP,11600.02,INACTIVE,2025-08-13 05:09:15.286983
P1386,Accessories_Product_151,Electronics,Accessories,Ikea,24122.17,INACTIVE,2025-03-17 13:52:58.286983
P1457,Computers_Product_137,Electronics,Computers,Puma,41022.31,INACTIVE,2024-04-15 09:47:20.286983
P1309,Beds_Product_179,Furniture,Beds,HP,26744.32,ACTIVE,2023-04-21 22:45:43.286983
P1162,Chairs_Product_115,Furniture,Chairs,Puma,20801.67,ACTIVE,2025-07-31 18:46:55.286983
P1465,Womens_Product_141,Clothing,Womens,Dell,31456.89,ACTIVE,2025-03-31 10:09:53.286983
P1130,Footwear_Product_69,Clothing,Footwear,SoundMax,38543.44,INACTIVE,2025-07-23 18:11:58.286983
P1347,Mens_Product_102,Clothing,Mens,Dell,4308.83,INACTIVE,2024-10-04 08:19:19.286983
P1418,Essentials_Product_83,Groceries,Essentials,Puma,4878.4,INACTIVE,2024-12-13 10:28:11.286983
P1249,Womens_Product_140,Clothing,Womens,Zen,20059.86,INACTIVE,2025-12-14 15:19:41.286983
P1489,Chairs_Product_112,Furniture,Chairs,Nike,6140.36,ACTIVE,2024-02-13 15:27:16.286983
P1293,Beds_Product_160,Furniture,Beds,Levi,31330.75,ACTIVE,2024-10-14 23:53:31.286983
P1315,Accessories_Product_93,Electronics,Accessories,Nike,21420.07,ACTIVE,2024-06-23 05:08:52.286983
P1433,Footwear_Product_162,Clothing,Footwear,Ikea,37669.55,ACTIVE,2023-07-15 17:28:55.286983
P1292,Accessories_Product_77,Electronics,Accessories,Zen,33038.33,ACTIVE,2023-12-30 06:30:58.286983
P1459,Essentials_Product_197,Groceries,Essentials,Nike,30624.75,INACTIVE,2023-09-09 15:26:52.286983
P1016,Womens_Product_35,Clothing,Womens,Levi,11377.02,INACTIVE,2024-08-04 18:53:05.286983
P1284,Beverages_Product_117,Groceries,Beverages,HP,,BAD_STATUS,2025-03-19 13:19:58.286983
P1211,Tables_Product_142,Furniture,Tables,Zen,48516.73,ACTIVE,2024-11-27 11:40:48.286983
P1234,Beverages_Product_101,Groceries,Beverages,Levi,3355.37,ACTIVE,2023-04-29 02:02:38.286983
P1193,Womens_Product_166,Clothing,Womens,Zen,39645.75,ACTIVE,2025-03-08 08:35:59.286983
P1032,Essentials_Product_69,Groceries,Essentials,Zen,,INACTIVE,2023-11-21 16:47:21.286983
P1211,Beverages_Product_151,Groceries,Beverages,Logi,,INACTIVE,2024-08-25 20:50:00.286983
P1389,Computers_Product_127,Electronics,Computers,Levi,43144.62,BAD_STATUS,2025-08-12 21:29:15.286983
P1069,Chairs_Product_131,Furniture,Chairs,Zen,36097.07,INACTIVE,2025-04-26 17:09:48.286983
P1453,Tables_Product_191,Furniture,Tables,Nike,8240.97,ACTIVE,2024-07-31 02:27:53.286983
P1337,Accessories_Product_161,Electronics,###,Dell,14076.83,ACTIVE,2024-09-02 20:24:41.286983
P1326,Footwear_Product_156,Clothing,Footwear,Levi,7654.93,INACTIVE,2025-07-30 03:08:21.286983
P1092,Chairs_Product_189,Furniture,Chairs,Dell,18764.51,INACTIVE,2023-05-30 05:03:27.286983
P1478,Essentials_Product_102,Groceries,Essentials,Puma,10215.55,INACTIVE,2023-10-29 23:16:09.286983
P1410,Chairs_Product_103,Furniture,Chairs,Levi,44864.16,INACTIVE,2024-02-26 05:38:12.286983
P1353,Tables_Product_72,Furniture,Tables,Zen,,INACTIVE,2023-03-27 20:28:17.286983
P1089,Tables_Product_154,Furniture,Tables,HP,18170.21,ACTIVE,2025-07-06 01:29:03.286983
P1014,Mens_Product_156,Clothing,Mens,Dell,36523.11,ACTIVE,2023-08-26 12:14:34.286983
P1440,Essentials_Product_137,Groceries,Essentials,SoundMax,605.25,ACTIVE,2023-11-23 04:24:34.286983
P1107,Fruits_Product_111,Groceries,Fruits,Nike,239.11,ACTIVE,2024-07-09 01:39:31.286983
P1065,Beverages_Product_167,Groceries,Beverages,HP,17871.59,ACTIVE,2023-02-23 16:30:48.286983
P1463,Footwear_Product_15,Clothing,Footwear,Levi,485.68,ACTIVE,2025-06-12 03:27:39.286983
P1443,Fruits_Product_160,Groceries,Fruits,Levi,17290.28,INACTIVE,2023-07-27 23:28:29.286983
P1335,Tables_Product_195,Furniture,Tables,Puma,12603.07,INACTIVE,2023-09-29 10:37:21.286983
P1149,Womens_Product_165,Clothing,Womens,SoundMax,26523.84,ACTIVE,2026-01-01 19:25:37.286983
P1290,Fruits_Product_13,Groceries,Fruits,Nike,31275.5,INACTIVE,2023-09-22 07:42:35.286983
P1357,Footwear_Product_17,Clothing,Footwear,SoundMax,30486.13,INACTIVE,2024-03-07 11:46:49.286983
P1007,Footwear_Product_181,Clothing,Footwear,HP,37950.86,INACTIVE,2025-03-23 00:53:33.286983
P1449,Footwear_Product_22,Clothing,Footwear,HP,,INACTIVE,2023-11-02 14:08:55.286983
P1493,Tables_Product_152,Furniture,Tables,Logi,17371.85,INACTIVE,2023-03-19 16:48:41.286983
P1111,Womens_Product_24,Clothing,Womens,Nike,4756.6,INACTIVE,2024-02-07 21:33:24.286983
P1130,Mobiles_Product_116,Electronics,Mobiles,Dell,49115.35,INACTIVE,2025-04-03 22:02:51.286983
P1203,Fruits_Product_94,Groceries,Fruits,HP,25345.35,INACTIVE,2024-09-30 06:09:19.286983
P1055,Accessories_Product_44,Electronics,Accessories,HP,21055.31,INACTIVE,2024-10-17 10:32:25.286983
P1475,Beds_Product_26,Furniture,Beds,SoundMax,567.12,BAD_STATUS,2025-03-24 17:11:26.286983
P1013,,Furniture,Beds,HP,38783.67,ACTIVE,2024-02-06 14:58:45.286983
P1313,Tables_Product_134,Furniture,Tables,Levi,37962.09,INACTIVE,2025-10-25 19:59:22.286983
P1472,Footwear_Product_132,Clothing,Footwear,Levi,7342.11,INACTIVE,2023-03-01 19:17:32.286983
P1244,Beverages_Product_193,Groceries,Beverages,Logi,29003.18,ACTIVE,2023-02-09 20:27:12.286983
P1067,Accessories_Product_145,Electronics,Accessories,Dell,21351.64,ACTIVE,2023-07-15 21:34:27.286983
P1056,Chairs_Product_136,Furniture,Chairs,Puma,22145.48,INACTIVE,2025-01-21 08:49:25.286983
P1423,Computers_Product_69,Electronics,Computers,Dell,14275.28,ACTIVE,2024-08-18 23:55:13.286983
P1163,Tables_Product_35,Furniture,Tables,SoundMax,27311.95,ACTIVE,2025-01-31 12:34:27.286983
P1122,Womens_Product_197,Clothing,Womens,Zen,41819.75,INACTIVE,2024-08-11 11:22:03.286983
P1100,Footwear_Product_121,Clothing,Footwear,Levi,25265.28,INACTIVE,2024-04-18 11:13:09.286983
P1475,Beverages_Product_67,Groceries,Beverages,Nike,49151.11,ACTIVE,2024-12-08 16:15:11.286983
P1287,Mens_Product_83,Clothing,Mens,Logi,33751.59,INACTIVE,2024-08-20 09:08:19.286983
P1348,Tables_Product_137,Furniture,Tables,Levi,13168.17,INACTIVE,2023-12-19 03:15:27.286983
P1369,Mobiles_Product_148,Electronics,Mobiles,HP,3743.22,ACTIVE,2025-12-29 15:42:48.286983
P1470,Beds_Product_134,Furniture,Beds,SoundMax,42295.46,ACTIVE,2024-03-16 17:49:59.286983
P1346,Womens_Product_39,Clothing,Womens,Logi,23523.81,INACTIVE,2025-02-27 18:13:05.286983
P1366,Mobiles_Product_71,Electronics,Mobiles,Puma,43737.92,INACTIVE,2023-10-16 14:24:17.286983
P1407,Womens_Product_161,Clothing,Womens,Levi,48085.47,ACTIVE,2023-10-24 18:37:21.286983
P1477,Footwear_Product_79,Clothing,Footwear,Dell,18075.53,ACTIVE,2026-01-11 23:23:11.286983
P1125,Womens_Product_41,Clothing,Womens,Levi,27731.8,INACTIVE,2025-07-08 07:17:10.286983
P1225,Chairs_Product_105,Furniture,Chairs,Nike,15760.65,INACTIVE,2023-04-19 11:51:19.286983
P1350,Footwear_Product_131,Clothing,Footwear,Zen,2895.98,ACTIVE,2023-05-24 14:28:33.286983
P1095,Mens_Product_99,Clothing,Mens,Zen,32250.1,ACTIVE,2025-06-29 18:00:58.286983
P1418,Womens_Product_100,Clothing,Womens,Levi,,BAD_STATUS,2025-09-25 21:32:22.286983
P1034,Computers_Product_74,Electronics,Computers,SoundMax,49198.8,INACTIVE,2025-03-17 01:19:07.286983
P1363,Mobiles_Product_74,Electronics,Mobiles,Dell,17339.99,ACTIVE,2025-05-25 15:07:13.286983
P1063,Essentials_Product_157,Groceries,Essentials,Nike,11422.45,INACTIVE,2025-04-18 08:18:18.286983
P1193,Womens_Product_56,Clothing,Womens,SoundMax,28305.17,INACTIVE,2024-10-16 09:25:54.286983
P1280,,Clothing,Footwear,Dell,,INACTIVE,2024-05-12 11:08:15.286983
P1001,Accessories_Product_24,Electronics,Accessories,Ikea,38899.56,INACTIVE,2024-09-21 06:52:22.286983
P1283,Womens_Product_6,Clothing,Womens,Dell,29991.95,ACTIVE,2024-03-04 19:41:43.286983
P1492,Chairs_Product_156,Furniture,Chairs,Ikea,34969.35,ACTIVE,2024-10-06 01:27:02.286983
P1434,Essentials_Product_25,Groceries,Essentials,Nike,9819.04,ACTIVE,2023-07-31 10:06:51.286983
P1339,Essentials_Product_15,Groceries,Essentials,Ikea,49260.52,INACTIVE,2023-09-11 19:07:29.286983
P1454,Beds_Product_2,Furniture,Beds,Zen,15025.88,ACTIVE,2024-01-25 16:38:10.286983
