STORE_ID,STORE_NAME,REGION,CITY,STATE,COUNTRY,OPEN_DATE,STATUS,SRC_FILE_NAME,LOAD_TS
S100015,Store_15,SOUTH,City_70,RJ,India,2015-06-09,OPEN,stores_20260101.csv,2026-02-03 17:20:19.259854
S100016,Store_16,WEST,City_70,TN,India,2018-03-02,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.259858
S100017,Store_17,WEST,City_111,MH,India,2019-08-05,OPEN,stores_20260101.csv,2026-02-03 17:20:19.259862
S100018,Store_18,EAST,City_273,TN,India,2022-02-20,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.259866
S100019,Store_19,EAST,City_333,GJ,India,2018-01-25,OPEN,stores_20260101.csv,2026-02-03 17:20:19.259869
S100020,Store_20,EAST,City_273,MH,India,2024-10-06,OPEN,stores_20260101.csv,2026-02-03 17:20:19.259873
S100021,Store_21,NORTH,City_294,RJ,India,2015-03-01,OPEN,stores_20260101.csv,2026-02-03 17:20:19.259877
S100022,Store_22,SOUTH,City_407,MH,India,2024-03-03,OPEN,stores_20260101.csv,2026-02-03 17:20:19.259880
,Store_23,WEST,City_364,DL,India,2021-08-12,OPEN,stores_20260101.csv,2026-02-03 17:20:19.259884
S100024,Store_24,SOUTH,City_455,KA,India,2020-10-13,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.259888
S100025,Store_25,EAST,City_3,DL,India,2018-11-07,OPEN,stores_20260101.csv,2026-02-03 17:20:19.259891
S100026,Store_26,WEST,City_479,TN,India,2022-12-20,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.259895
S100027,Store_27,WEST,City_415,GJ,India,2020-04-09,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.259898
S100028,Store_28,SOUTH,City_196,TN,India,2021-09-13,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.259902
S100029,Store_29,WEST,City_113,DL,India,2025-06-18,OPEN,stores_20260101.csv,2026-02-03 17:20:19.259905
S100030,Store_30,WEST,City_431,DL,India,2024-05-03,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.259910
S100031,Store_31,NORTH,City_436,TS,India,2023-04-24,OPEN,stores_20260101.csv,2026-02-03 17:20:19.259913
S100032,Store_32,WEST,City_115,GJ,India,2018-04-15,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.259917
S100033,Store_33,SOUTH,City_326,KA,India,2018-01-13,OPEN,stores_20260101.csv,2026-02-03 17:20:19.259920
S100034,Store_34,WEST,City_177,MH,India,2015-07-29,OPEN,stores_20260101.csv,2026-02-03 17:20:19.259925
S100035,Store_35,NORTH,City_191,KA,India,2024-11-13,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.259928
S100036,Store_36,NORTH,City_402,DL,India,2025-02-14,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.259932
S100037,Store_37,EAST,City_307,KA,India,2020-01-19,OPEN,stores_20260101.csv,2026-02-03 17:20:19.259936
S100038,Store_38,SOUTH,City_443,TN,India,2024-03-27,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.259939
S100039,Store_39,EAST,City_242,DL,India,2015-08-15,OPEN,stores_20260101.csv,2026-02-03 17:20:19.259943
S100040,Store_40,WEST,City_269,KA,India,2016-04-09,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.259946
S100041,Store_41,EAST,City_133,AP,India,2022-06-23,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.259950
,Store_42,NORTH,City_461,GJ,India,2020-08-29,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.259953
,Store_43,WEST,City_195,MH,India,2023-08-17,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.259957
S100044,Store_44,EAST,City_40,KA,India,2019-04-25,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.259960
S100045,Store_45,SOUTH,City_76,GJ,India,2025-09-18,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.259972
S100046,Store_46,NORTH,City_261,AP,India,2022-04-28,OPEN,stores_20260101.csv,2026-02-03 17:20:19.259977
S100047,Store_47,WEST,City_195,GJ,India,2020-01-13,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.259980
S100048,Store_48,EAST,City_232,KA,India,2018-09-01,OPEN,stores_20260101.csv,2026-02-03 17:20:19.259984
S100049,Store_49,EAST,City_456,GJ,India,2020-03-03,OPEN,stores_20260101.csv,2026-02-03 17:20:19.259987
S100050,Store_50,SOUTH,City_65,MH,India,2019-12-07,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.259991
S100051,Store_51,NORTH,City_3,GJ,India,2020-08-26,OPEN,stores_20260101.csv,2026-02-03 17:20:19.259994
S100052,Store_52,SOUTH,City_142,RJ,India,2024-04-03,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260000
S100053,Store_53,WEST,City_350,AP,India,2022-05-13,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260004
S100054,Store_54,NORTH,City_434,TN,India,2024-01-28,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260007
S100055,Store_55,EAST,City_24,RJ,India,2017-06-23,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260011
S100056,Store_56,NORTH,City_465,KA,India,2015-12-29,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260014
S100057,Store_57,NORTH,City_190,DL,India,2017-11-26,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260018
S100058,Store_58,EAST,City_240,TN,India,2023-09-28,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260021
S100059,Store_59,SOUTH,City_102,MH,India,2018-03-30,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260025
S100060,Store_60,NORTH,City_42,DL,India,2020-01-19,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260028
S100061,Store_61,WEST,City_125,KA,India,2022-10-10,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260032
S100062,Store_62,NORTH,City_478,GJ,India,2019-03-12,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260037
S100063,Store_63,NORTH,City_110,MH,India,2024-11-23,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260041
S100064,Store_64,NORTH,City_268,TS,India,2020-05-29,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260044
S100065,Store_65,NORTH,City_174,DL,India,2015-11-16,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260048
S100066,Store_66,NORTH,City_208,RJ,India,2024-01-02,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260051
S100067,Store_67,WEST,City_45,DL,India,2025-03-24,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260055
S100068,Store_68,WEST,City_477,DL,India,2020-09-24,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260062
S100069,Store_69,EAST,City_43,AP,India,2022-12-11,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260065
S100070,Store_70,SOUTH,City_456,AP,India,2025-06-14,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260069
S100071,Store_71,WEST,City_396,AP,India,2019-09-10,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260073
S100072,Store_72,WEST,City_438,DL,India,2021-06-19,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260076
S100073,Store_73,NORTH,City_7,DL,India,2025-05-05,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260080
S100074,Store_74,NORTH,City_459,AP,India,2018-03-22,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260083
S100075,Store_75,WEST,City_164,TN,India,2018-01-12,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260087
S100076,Store_76,NORTH,City_468,MH,India,2021-04-17,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260090
S100077,Store_77,EAST,City_215,RJ,India,2018-03-20,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260094
S100078,Store_78,NORTH,City_270,KA,India,2015-01-07,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260098
S100079,Store_79,SOUTH,City_389,TS,India,2015-10-13,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260102
S100080,Store_80,SOUTH,City_440,KA,India,2019-05-07,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260105
S100081,Store_81,NORTH,City_464,RJ,India,2018-02-16,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260109
S100082,Store_82,SOUTH,City_70,TN,India,2022-11-19,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260112
S100083,Store_83,WEST,City_495,AP,India,,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260115
S100084,Store_84,NORTH,City_92,AP,India,2017-12-04,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260119
S100085,Store_85,NORTH,City_203,MH,India,2024-11-10,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260122
S100086,Store_86,SOUTH,City_414,DL,India,2023-02-19,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260126
S100087,Store_87,NORTH,City_460,TS,India,2016-06-14,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260130
,Store_88,WEST,City_265,GJ,India,2016-06-09,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260133
S100089,Store_89,SOUTH,City_324,DL,India,,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260136
S100090,Store_90,EAST,City_130,TS,India,2021-06-18,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260139
S100091,Store_91,EAST,City_74,RJ,India,2015-05-09,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260143
S100092,Store_92,WEST,City_20,TN,India,2022-02-24,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260146
S100093,Store_93,WEST,City_334,TN,India,2019-06-27,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260150
S100094,Store_94,EAST,City_330,AP,India,2017-12-20,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260154
S100095,Store_95,EAST,City_220,MH,India,2021-01-30,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260158
S100096,Store_96,NORTH,City_129,AP,India,2019-02-27,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260162
S100097,Store_97,SOUTH,City_39,TN,India,2017-07-16,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260166
S100098,Store_98,WEST,City_396,RJ,India,2018-09-12,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260169
S100099,Store_99,SOUTH,City_339,AP,India,2021-03-24,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260173
S100100,Store_100,NORTH,City_107,RJ,India,2021-05-15,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260177
S100101,Store_101,SOUTH,City_55,TS,India,2018-06-08,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260180
S100102,Store_102,NORTH,City_229,AP,India,2020-10-16,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260184
,Store_103,EAST,City_289,TS,India,2020-03-24,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260188
S100104,Store_104,NORTH,City_328,GJ,India,2021-02-22,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260191
S100105,Store_105,SOUTH,City_232,RJ,India,,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260195
S100106,Store_106,SOUTH,City_310,AP,India,2019-12-17,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260198
S100107,Store_107,WEST,City_46,AP,India,2022-03-03,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260202
S100108,Store_108,NORTH,City_327,TS,India,2023-08-21,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260205
S100109,Store_109,SOUTH,City_433,RJ,India,2019-07-16,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260209
S100110,Store_110,WEST,City_222,MH,India,2017-05-23,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260213
S100111,Store_111,NORTH,City_2,RJ,India,2015-01-15,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260217
S100112,Store_112,WEST,City_295,TS,India,2024-03-18,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260221
S100113,Store_113,WEST,City_349,TN,India,,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260225
S100114,Store_114,WEST,City_229,TS,India,2021-04-01,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260230
S100115,Store_115,SOUTH,City_163,RJ,India,2021-01-23,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260234
S100116,Store_116,EAST,City_40,AP,India,2015-06-07,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260237
S100117,Store_117,WEST,City_199,RJ,India,2024-10-22,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260241
S100118,Store_118,WEST,City_313,MH,India,2018-01-04,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260244
S100119,Store_119,NORTH,City_73,TS,India,2025-05-29,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260248
S100120,Store_120,NORTH,City_261,AP,India,2015-05-17,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260251
S100121,Store_121,EAST,City_183,KA,India,2024-10-12,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260255
S100122,Store_122,SOUTH,City_374,DL,India,2018-04-19,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260266
S100123,Store_123,EAST,City_466,AP,India,2019-05-17,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260270
S100124,Store_124,NORTH,City_314,RJ,India,2024-08-16,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260273
S100125,Store_125,WEST,City_284,TS,India,2024-11-25,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260276
S100126,Store_126,WEST,City_457,RJ,India,2022-01-17,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260280
S100127,Store_127,NORTH,City_93,TN,India,2022-07-31,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260284
S100128,Store_128,EAST,City_297,AP,India,,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260286
S100129,Store_129,NORTH,City_169,MH,India,2020-05-19,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260290
S100130,Store_130,SOUTH,City_42,RJ,India,2022-03-25,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260293
,Store_131,SOUTH,City_15,GJ,India,2023-04-25,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260297
S100132,Store_132,SOUTH,City_466,KA,India,2018-12-06,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260300
S100133,Store_133,SOUTH,City_148,TS,India,2016-08-11,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260304
S100134,Store_134,EAST,City_437,RJ,India,2018-02-26,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260308
S100135,Store_135,WEST,City_497,TS,India,2023-11-25,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260311
S100136,Store_136,NORTH,City_295,TN,India,2016-02-14,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260314
S100137,Store_137,WEST,City_439,KA,India,2016-08-28,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260318
S100138,Store_138,WEST,City_168,DL,India,2019-06-26,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260321
S100139,Store_139,WEST,City_193,GJ,India,2020-08-28,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260324
S100140,Store_140,EAST,City_354,GJ,India,2020-02-02,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260328
S100141,Store_141,SOUTH,City_331,RJ,India,2023-03-03,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260332
S100142,Store_142,EAST,City_167,DL,India,2019-04-28,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260335
S100143,Store_143,EAST,City_448,RJ,India,2021-03-26,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260339
S100144,Store_144,NORTH,City_417,GJ,India,2016-09-08,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260343
S100145,Store_145,NORTH,City_366,MH,India,2019-01-31,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260346
S100146,Store_146,NORTH,City_236,TS,India,2024-02-10,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260349
S100147,Store_147,SOUTH,City_453,TS,India,2025-02-15,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260353
,Store_148,EAST,City_263,TS,India,2024-03-03,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260356
S100149,Store_149,EAST,City_75,TN,India,2020-07-22,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260360
S100150,Store_150,SOUTH,City_443,TN,India,2016-06-23,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260363
S100151,Store_151,NORTH,City_11,RJ,India,2019-10-10,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260367
S100152,Store_152,NORTH,City_4,GJ,India,2024-04-21,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260370
S100153,Store_153,WEST,City_285,TN,India,2021-05-31,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260373
S100154,Store_154,NORTH,City_187,KA,India,2020-09-01,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260376
S100155,Store_155,EAST,City_241,MH,India,2020-01-21,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260380
S100156,Store_156,SOUTH,City_340,TS,India,2021-06-16,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260383
S100157,Store_157,NORTH,City_78,GJ,India,2024-01-25,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260387
S100158,Store_158,EAST,City_285,TS,India,2025-08-14,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260390
S100159,Store_159,SOUTH,City_371,GJ,India,2022-08-25,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260394
S100160,Store_160,NORTH,City_264,RJ,India,2016-08-29,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260397
S100161,Store_161,SOUTH,City_252,MH,India,2016-08-22,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260400
S100162,Store_162,SOUTH,City_59,AP,India,2018-12-03,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260403
S100163,Store_163,WEST,City_327,TS,India,2020-06-20,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260407
,Store_164,EAST,City_285,TN,India,2017-09-23,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260412
S100165,Store_165,WEST,City_459,KA,India,2022-11-28,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260416
S100166,Store_166,SOUTH,City_262,TS,India,2018-11-03,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260420
S100167,Store_167,EAST,City_341,AP,India,2024-02-27,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260423
S100168,Store_168,NORTH,City_75,MH,India,2017-07-19,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260426
S100169,Store_169,SOUTH,City_372,DL,India,2020-03-09,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260429
S100170,Store_170,EAST,City_460,AP,India,2023-12-18,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260433
S100171,Store_171,WEST,City_364,RJ,India,2017-07-30,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260436
S100172,Store_172,EAST,City_131,DL,India,2017-11-17,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260439
S100173,Store_173,SOUTH,City_326,DL,India,2022-10-26,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260443
S100174,Store_174,NORTH,City_337,MH,India,2021-09-23,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260447
S100175,Store_175,SOUTH,City_465,KA,India,2023-06-22,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260451
S100176,Store_176,WEST,City_380,MH,India,2022-06-24,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260454
S100177,Store_177,NORTH,City_274,RJ,India,2021-01-03,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260458
S100178,Store_178,NORTH,City_495,MH,India,2022-08-05,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260462
S100179,Store_179,NORTH,City_200,MH,India,2025-10-08,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260465
S100180,Store_180,SOUTH,City_417,DL,India,2023-03-25,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260468
S100181,Store_181,WEST,City_344,TS,India,2015-12-04,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260472
S100182,Store_182,SOUTH,City_74,TS,India,2025-03-17,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260475
S100183,Store_183,NORTH,City_307,AP,India,2023-11-29,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260479
S100184,Store_184,SOUTH,City_46,TN,India,2024-08-06,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260482
S100185,Store_185,SOUTH,City_336,TN,India,2022-02-04,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260485
S100186,Store_186,SOUTH,City_12,KA,India,2015-02-23,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260489
S100187,Store_187,SOUTH,City_119,AP,India,2019-09-17,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260492
,Store_188,SOUTH,City_461,TS,India,2019-07-29,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260495
S100189,Store_189,SOUTH,City_226,DL,India,2015-06-18,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260499
S100190,Store_190,EAST,City_358,TN,India,2019-03-01,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260502
S100191,Store_191,WEST,City_367,MH,India,2022-05-10,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260505
S100192,Store_192,EAST,City_496,DL,India,2021-08-25,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260509
S100193,Store_193,SOUTH,City_273,MH,India,2025-02-02,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260513
S100194,Store_194,NORTH,City_57,AP,India,2018-07-30,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260516
S100195,Store_195,NORTH,City_396,TS,India,2021-04-01,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260519
S100196,Store_196,SOUTH,City_54,DL,India,2017-03-27,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260522
,Store_197,EAST,City_263,RJ,India,2024-03-29,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260526
S100198,Store_198,NORTH,City_440,DL,India,2015-01-08,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260531
S100199,Store_199,NORTH,City_198,TS,India,,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260533
S100200,Store_200,EAST,City_298,AP,India,2023-04-02,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260536
S100201,Store_201,SOUTH,City_284,AP,India,,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260540
,Store_202,EAST,City_486,TN,India,2022-11-05,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260543
S100203,Store_203,NORTH,City_197,MH,India,2017-09-26,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260546
S100204,Store_204,EAST,City_336,TS,India,2025-07-28,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260550
S100205,Store_205,EAST,City_401,DL,India,2024-01-11,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260553
S100206,Store_206,EAST,City_245,AP,India,2017-05-07,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260556
S100207,Store_207,SOUTH,City_309,TN,India,2021-03-28,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260560
S100208,Store_208,EAST,City_17,GJ,India,2019-10-02,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260563
S100209,Store_209,EAST,City_324,GJ,India,2023-05-01,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260567
,Store_210,WEST,City_154,TN,India,2019-10-02,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260570
S100211,Store_211,NORTH,City_252,TN,India,,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260572
S100212,Store_212,EAST,City_432,TS,India,2024-07-11,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260576
S100213,Store_213,WEST,City_389,DL,India,2024-03-11,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260579
S100214,Store_214,WEST,City_164,KA,India,2021-07-15,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260584
S100215,Store_215,NORTH,City_74,DL,India,2025-02-09,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260588
S100216,Store_216,WEST,City_422,GJ,India,2020-08-05,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260591
S100217,Store_217,NORTH,City_382,DL,India,2023-07-04,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260595
S100218,Store_218,SOUTH,City_246,GJ,India,2022-05-23,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260598
S100219,Store_219,WEST,City_22,TS,India,2025-09-13,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260601
,Store_220,EAST,City_47,DL,India,2016-05-07,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260604
S100221,Store_221,EAST,City_207,TS,India,2025-04-17,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260608
S100222,Store_222,SOUTH,City_267,KA,India,2022-04-26,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260611
S100223,Store_223,SOUTH,City_360,TN,India,2017-03-29,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260614
S100224,Store_224,EAST,City_331,KA,India,2024-11-03,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260618
S100225,Store_225,NORTH,City_189,AP,India,2016-01-01,CLOSED,stores_20260101.csv,2026-02-03 17:20:19.260622
,Store_226,SOUTH,City_469,DL,India,2017-05-25,OPEN,stores_20260101.csv,2026-02-03 17:20:19.260626
